ActionNumber,FChMotion,WaitTime01,TextBubble1,Question,Answers,Correct,TextBubble2,NChMotion,StandingPosition,MovePath,InAction1,InAction2,IsMeA,IsMeB,IsMeC,IsWaterOn,IsWaterOff,TagName,video,ActionEnum
0,Idle_01,1,"""true""",What is the rong correct as the cause of flooding?,Emergency steering|Collision|Grounding,1,"""false""",Idle_01,Point001,,,,"""false""","""false""","""false""","""false""","""false""",Captain,,a00
1,Idle_01,2,"""false""",,,0,"""false""",Walking_01,Path001,,,,"""false""","""false""","""false""","""false""","""false""",,,a01
2,Idle_01,2,"""true""",,,2,"""false""",Idle_01,,,,,"""false""","""false""","""false""","""false""","""false""",,,a02
3,Idle_01,2,"""true""",Which blueprint do you find to check the damage point in the engine room?,Engine room construction|General Arrangement|Live saving plan,0,"""false""",Idle_01,,,,,"""false""","""false""","""false""","""false""","""false""",,,a03
4,Idle_01,2,"""true""",,,1,"""false""",Idle_01,,,,,"""false""","""false""","""false""","""false""","""false""",,,a04
5,Idle_01,2,"""true""",Q_37,Q_37|Q_37|Q_37,2,"""false""",Idle_01,,,,,"""false""","""false""","""false""","""false""","""false""",,,a05
6,Idle_01,2,"""true""",Q_33,Q_33|Q_33|Q_33,1,"""false""",Idle_01,,,,,"""false""","""false""","""false""","""false""","""false""",,,a06
7,Idle_01,2,"""true""",,,0,"""false""",Idle_01,,,,,"""false""","""false""","""false""","""false""","""false""",,,a07
8,Idle_01,2,"""true""",Q_39,Q_39|Q_39|Q_39,0,"""false""",Idle_01,,,,,"""false""","""false""","""false""","""false""","""false""",,,a08
9,Idle_01,2,"""true""",,,0,"""false""",Idle_01,,,,,"""false""","""false""","""false""","""false""","""false""",,,a09
10,Idle_01,2,"""true""",,,1,"""false""",Idle_01,,,,,"""false""","""false""","""false""","""false""","""false""",,,a10
11,Idle_01,2,"""true""",,,2,"""false""",Idle_01,,,,,"""false""","""false""","""false""","""false""","""false""",,,a11
12,Idle_01,2,"""true""",Q_41,Q_41|Q_41|Q_41,2,"""false""",Idle_01,,,,,"""false""","""false""","""false""","""false""","""false""",,,a12
13,Idle_01,2,"""false""",Q_42,Q_42|Q_42|Q_42,0,"""false""",Idle_01,,,,,"""false""","""false""","""false""","""false""","""false""",,,a13
14,Idle_01,2,"""true""",,,1,"""false""",Idle_01,,,,,"""false""","""false""","""false""","""false""","""false""",,,a14
15,Idle_01,2,"""true""",,,0,"""false""",Idle_01,,,,,"""false""","""false""","""false""","""false""","""false""",,,a15
16,Idle_01,2,"""true""",Q_43,Q_43|Q_43|Q_43,0,"""false""",Idle_01,,,,,"""false""","""false""","""true""","""false""","""false""",,,a16
17,Idle_01,2,"""true""",,,0,"""false""",Idle_01,,,,,"""false""","""false""","""true""","""false""","""false""",,,a16
18,Idle_01,2,"""true""",,,0,"""false""",Idle_01,,,,,"""false""","""false""","""true""","""false""","""false""",,,a16
19,Idle_01,2,"""true""",,,0,"""false""",Idle_01,,,,,"""false""","""false""","""true""","""false""","""false""",,,a16
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
